entity_type,entity_value,id_articles_nite,score
PER,Clark,467,0.9938
ORG,Chiefs,467,0.9985
ORG,Chiefs,467,0.9987
ORG,Chiefs,467,0.9984
PER,Haley,467,0.9997
ORG,Chiefs,467,0.9964
ORG,Chiefs,467,0.9978
ORG,Chiefs,467,0.9979
PER,Charles Allen,467,0.9999
LOC,New York,467,0.9984
PER,Paul Booker,467,0.9999
LOC,New York,467,0.9981
PER,Giant,467,0.5744
PER,Carl Clark,467,0.9996
LOC,New York,467,0.9943
ORG,Giants,467,0.9871
ORG,Chiefs,467,0.9942
PER,Bubba Cleaver,467,0.9995
LOC,New York,467,0.9978
ORG,Chiefs,467,0.9924
PER,Ike Gardner,467,0.9994
LOC,New York,467,0.9975
ORG,Chiefs,467,0.9683
MISC,Midgets,467,0.6722
ORG,Giants,467,0.9197
PER,Lloyd Greenfield,467,0.9997
LOC,New York,467,0.9977
ORG,Chiefs,467,0.9919
PER,Ollie Hubbard,467,0.9998
LOC,New York,467,0.9983
PER,Jim Nunnelly,467,0.9997
LOC,Kansas City,467,0.9941
PER,Eli,467,0.9976
PER,Ed West,467,0.9997
LOC,New York,467,0.998
PER,Manning,467,0.9994
PER,Eric L,467,0.9995
PER,Wesson,467,0.9996
LOC,New York,467,0.998
ORG,Chiefs,467,0.9978
ORG,Kansas City Chiefs,468,0.9991
ORG,Oakland Raiders,468,0.9991
ORG,Kctv,468,0.9521
PER,Charles Allen,468,0.9993
ORG,Kansas City Chiefs,468,0.9984
PER,Will Shields,468,0.9998
PER,Willie Roaf,468,0.9997
PER,Derrick Johnson,468,0.9998
PER,Tamba Hali,468,0.9995
MISC,Pro Bowl,468,0.9948
PER,Todd Haley,468,0.9997
ORG,Chiefs,468,0.998
PER,Haley,468,0.9997
PER,Charles Allen,468,0.9998
ORG,Chiefs,468,0.9993
PER,Paul Booker,468,0.9998
ORG,Oakland,468,0.9992
PER,Carl Clark,468,0.9998
ORG,Chiefs,468,0.9992
PER,Ike Gardner,468,0.9998
ORG,Oakland,468,0.9988
ORG,Raiders,468,0.999
ORG,Chiefs,468,0.9988
PER,Lloyd Greenfield,468,0.9998
ORG,Chiefs,468,0.9992
PER,Ollie Hubbard,468,0.9998
ORG,Oakland,468,0.999
PER,Jim Nunnelly,468,0.9997
ORG,Chiefs,468,0.9993
PER,Johnson And Johnson Ed West,468,0.9931
ORG,Chiefs,468,0.9991
PER,Produces Stewart Watson,468,0.9904
ORG,Oakland,468,0.999
PER,Howard Gipson,468,0.9998
ORG,Chiefs,468,0.9992
PER,Eric L,468,0.999
PER,Wesson,468,0.9995
ORG,Oakland Chiefs,468,0.9992
MISC,Super Bowl Xliii,469,0.994
MISC,Arm,469,0.4861
LOC,Tampa,469,0.9975
MISC,Afc,469,0.8871
ORG,New England,469,0.6569
MISC,New Yorkers,469,0.9942
ORG,Giants,469,0.9964
MISC,Nfc,469,0.8993
PER,Tony Dungy,469,0.9996
ORG,Colts,469,0.9968
PER,Mike,469,0.9991
PER,Tomlin,469,0.9996
ORG,Steelers,469,0.9972
PER,Kurt Warner,469,0.9998
ORG,Cardinals,469,0.9962
MISC,Super Bowl 43,469,0.9936
LOC,Pittsburgh,469,0.5969
PER,Cleaver,469,0.9989
PER,Ike,469,0.9995
PER,Carl,469,0.9993
PER,Lloyd,469,0.9993
ORG,Pittsburgh,469,0.5799
ORG,Arizona,469,0.5961
PER,Kurt Warner,469,0.9998
MISC,Greatest Show On Turf,469,0.9479
PER,Dick,469,0.9992
PER,Vermeil,469,0.9995
ORG,Louis Rams,469,0.9687
MISC,Super Bowl,469,0.9927
MISC,Hammer,469,0.4874
ORG,Chiefs,469,0.9968
MISC,Super Bowl 44,469,0.9908
PER,Carl Peterson,469,0.9997
MISC,Nfc,469,0.9121
PER,Charles Allen,469,0.9998
LOC,Pittsburgh,469,0.6041
PER,Paul Booker,469,0.9998
ORG,Pittsburgh,469,0.5734
PER,Tomlin,469,0.9993
PER,Carl Clark,469,0.9998
LOC,Pittsburgh,469,0.5924
PER,Bubba Cleaver,469,0.9994
ORG,Pittsburgh,469,0.629
ORG,Arizona,469,0.6812
MISC,Nfl,469,0.9138
PER,Ike Gardner,469,0.9996
ORG,Pittsburgh,469,0.7006
PER,Lloyd Greenfield,469,0.9996
ORG,Pittsburgh,469,0.7425
ORG,Steelers,469,0.7649
PER,Ollie Hubbard,469,0.9997
ORG,Pittsburgh,469,0.7243
PER,Ed West,469,0.9997
LOC,Pittsburgh,469,0.5466
LOC,Pittsburgh,469,0.9392
PER,Tracy Allen,469,0.9997
LOC,Pittsburgh,469,0.6084
ORG,Steeler,469,0.6639
PER,Fitzgerald,469,0.9989
PER,Warner Eric Wesson,469,0.9994
ORG,Pittsburgh,469,0.523
LOC,America,469,0.9975
PER,Donna Stewart,469,0.9998
LOC,Arizona,469,0.4975
ORG,Chiefs,470,0.9982
ORG,Denver,470,0.8942
ORG,Chiefs,470,0.9988
ORG,Carolina,470,0.9332
ORG,Carolina,470,0.9722
ORG,Chiefs,470,0.9982
PER,Herm Edwards,470,0.9994
ORG,Chiefs,470,0.9981
PER,Herm,470,0.9994
PER,Larry Johnson,470,0.9997
LOC,Kansas City,470,0.6173
PER,Larry,470,0.9995
PER,Carl Peterson,470,0.9997
ORG,St. Louis Rams,470,0.9729
ORG,Carolina,470,0.8704
PER,Charles Allen,470,0.9993
ORG,Kansas City School District,470,0.9458
PER,Luke Ponder,470,0.9997
PER,Charles,470,0.9996
ORG,Chiefs,470,0.9982
ORG,Chiefs,470,0.9991
PER,Paul Booker,470,0.9996
PER,Apostle Paul,470,0.9614
LOC,Carolina,470,0.3334
ORG,Chiefs,470,0.9983
ORG,Carolina,470,0.9784
PER,Carl Clark,470,0.9994
ORG,Chiefs,470,0.9978
ORG,Carolina,470,0.981
PER,Ike Gardner,470,0.9996
PER,Isaiah,470,0.9999
LOC,St. James,470,0.7932
MISC,Christmas,470,0.7297
PER,Santa,470,0.8045
ORG,Chiefs,470,0.998
ORG,Carolina,470,0.9875
PER,Lloyd Greenfield,470,0.9993
ORG,Chiefs,470,0.9987
ORG,Carolina,470,0.9847
PER,Jim Nunnelly,470,0.9993
PER,Bubba Cleaver,470,0.9814
LOC,Washington,470,0.9994
PER,Obama,470,0.9957
ORG,Chiefs,470,0.9994
ORG,Denver,470,0.9867
ORG,Carolina,470,0.936
MISC,Donnelly,471,0.531
ORG,Donnelly College,471,0.9973
ORG,Donnelly Colege,471,0.9983
LOC,Meeting Room,471,0.6574
ORG,Donnelly College,471,0.9973
MISC,Presidential,471,0.986
MISC,Bloch Scholarships,471,0.9578
MISC,Pell Grants,471,0.9981
MISC,Kansas Comprehensive Grants,471,0.9981
MISC,Night,471,0.5396
ORG,Donnelly College,471,0.9966
PER,Mary Agnes Patterson,471,0.9994
ORG,Donnelly,471,0.9961
ORG,Donnelly,471,0.9958
ORG,Spt,472,0.972
ORG,Chiefs,472,0.9977
MISC,City,472,0.4754
ORG,Chiefs,472,0.9976
ORG,Chiefs,472,0.9972
MISC,National Football League,472,0.9947
ORG,Chiefs,472,0.9984
ORG,Denver,472,0.962
ORG,San Diego Chargers,472,0.9975
LOC,Arrowhead,472,0.9871
PER,Ike Gardner,472,0.9997
PER,Carl Clark,472,0.9993
ORG,Chiefs,472,0.9971
ORG,Chiefs,472,0.9978
PER,Sonny Thompson,472,0.9992
PER,Lula Reed,472,0.9991
PER,Ruth Brown,472,0.9989
PER,Etta James,472,0.9986
PER,Annie,472,0.5148
MISC,Had A Baby,472,0.5313
PER,Hank Ballard,472,0.9949
ORG,Midnighters,472,0.8154
ORG,Flamingoes,472,0.9367
PER,Lou Rawls,472,0.9997
PER,Johnny Taylor,472,0.9988
PER,Sam Cooke,472,0.9996
ORG,Soul Stirrers,472,0.9899
PER,Fontella Bass,472,0.9895
PER,Little Willie John,472,0.9955
ORG,Ever,472,0.5453
PER,Ike,472,0.9969
PER,Tina Turner,472,0.9943
PER,Jackie Wilson,472,0.9977
MISC,Lonely Teardrops,472,0.6824
PER,Fats Domino,472,0.9986
ORG,Dominoes,472,0.9139
ORG,Moonglows,472,0.9632
ORG,Spt- Monday,473,0.6074
PER,Nat,473,0.8023
PER,King,473,0.9978
PER,Cole,473,0.8721
MISC,Christmas Song,473,0.9913
ORG,Chiefs,473,0.9946
PER,Nat “King”Cole,473,0.9741
PER,King Cole,473,0.8958
MISC,African American,473,0.9983
MISC,You Send Me,473,0.5833
MISC,Unforgettable,473,0.9894
MISC,Christmas Song,473,0.9838
PER,Mary J. Blige,473,0.9959
PER,Johnny Mathis,473,0.9994
PER,Donnie Hathaway,473,0.9993
PER,King Cole,473,0.8439
MISC,Christmas,473,0.5898
LOC,Kansas City,473,0.9878
ORG,Chiefs,473,0.9933
LOC,Baltimore,473,0.8459
LOC,Miami,473,0.8645
MISC,Super Bowl,473,0.9974
LOC,Oakland,473,0.9279
LOC,Tennessee,473,0.9912
LOC,Atlanta,473,0.9908
PER,Nat King Cole,473,0.9989
MISC,Christmas Song,473,0.9921
ORG,Chiefs,473,0.9943
PER,Booker,473,0.9985
PER,Cantankerous Ike Gardner,473,0.8258
ORG,Chiefs,473,0.9938
MISC,Christmas Song,473,0.8796
PER,Wrong Way Ike,473,0.5864
PER,Poor,473,0.5846
PER,Pitiful Paul,473,0.815
PER,God,473,0.9886
ORG,Kansas City Chiefs,473,0.96
PER,Santa Claus,473,0.998
PER,Nat,473,0.7677
PER,King,473,0.9972
PER,Cole,473,0.9992
PER,Charles Allen,473,0.9996
LOC,K.C,473,0.5545
PER,Pryor,473,0.997
ORG,Chiefs,473,0.8604
PER,Mila Banks,473,0.9888
ORG,Chiefs,474,0.9644
ORG,Chiefs,474,0.9965
ORG,Chiefs,474,0.9963
MISC,Super Bowl,474,0.9963
ORG,Chiefs,474,0.9973
MISC,Western Division,474,0.9941
MISC,American Conference,474,0.9913
PER,Larry Johnson,474,0.9988
PER,Priest Holmes,474,0.9995
PER,Dwayne Bowe,474,0.9997
ORG,Chiefs,474,0.9925
ORG,Chiefs,474,0.9878
ORG,Chiefs,474,0.9949
ORG,Chiefs,474,0.9971
ORG,Green Bay,474,0.9809
ORG,Denver,474,0.9672
ORG,Colts,474,0.9953
LOC,Indianapolis,474,0.983
ORG,Chiefs,474,0.9913
PER,Ike Gardner,474,0.9995
PER,That,474,0.9878
PER,Booker,474,0.9958
ORG,Chiefs,474,0.9894
ORG,Chiefs,474,0.9923
PER,Carl Clark,474,0.9998
ORG,Chiefs,474,0.9969
ORG,Denver,474,0.965
ORG,Green Bay,474,0.9608
ORG,Colts,474,0.9936
PER,Ed West,474,0.9995
PER,Lloyd Greenfield,474,0.9996
ORG,Chiefs,474,0.9975
ORG,Green Bay,474,0.9694
ORG,Denver,474,0.951
ORG,Colts,474,0.9908
ORG,Chiefs,474,0.996
ORG,Chiefs,474,0.9905
ORG,Chiefs,474,0.992
PER,Lloyd,474,0.9997
ORG,Chiefs,474,0.9971
LOC,Arrowhead,474,0.9893
LOC,Indy,474,0.9876
PER,Jim,475,0.7712
PER,Grand Dad,475,0.9942
PER,Nunnelly,475,0.8961
PER,Charles Allen,475,0.9999
PER,Paul Booker,475,0.9998
PER,Carl Clark,475,0.9998
PER,Bubba Cleaver,475,0.9998
PER,Ike Gardner,475,0.9998
MISC,Super Bowl Super Bowl Super Bowl Afc,475,0.9973
PER,Lloyd Greenfield,475,0.9997
PER,Ollie Hubbard,475,0.9998
PER,Jim Nunnelly,475,0.9997
PER,Ed West,475,0.9997
MISC,Afc Super Bowl Afc Super Bowl Championship,475,0.9391
PER,Paul Booker,475,0.9999
ORG,Air Force,475,0.9994
ORG,Lincoln University,475,0.859
PER,Booker,475,0.9981
ORG,Lincoln,475,0.956
PER,Stewart Watson,475,0.9998
PER,Ollie Hubbard,475,0.9998
PER,Walt Livingston,475,0.9997
PER,Charles Allen,475,0.9999
ORG,Kansas City School District,475,0.9813
ORG,Niles Home For Children,475,0.8679
PER,Booker,475,0.9994
PER,Ike Gardner,475,0.9998
PER,Booker,475,0.999
PER,Booker,475,0.9986
PER,Booker,475,0.9983
PER,Booker,475,0.9986
ORG,Chiefs,475,0.9353
PER,Jim,476,0.9997
PER,Grand Dad,476,0.8372
PER,Nunnelly,476,0.9997
ORG,Cincinnati Bengals,476,0.9993
ORG,Kansas City Chiefs,476,0.9975
ORG,Kctv,476,0.9678
PER,Charles Allen,476,0.9998
PER,Paul Booker,476,0.9998
PER,Carl Clark,476,0.9999
PER,Bubba Cleaver,476,0.9997
PER,Ike Gardner,476,0.9999
PER,Lloyd Greenfield,476,0.9999
PER,Ollie Hubbard,476,0.9998
PER,Jim Nunnelly,476,0.9998
PER,Ed West,476,0.9998
PER,Jim,477,0.9998
PER,Grand Dad,477,0.9933
PER,Nunnelly,477,0.9997
ORG,Kansas City Chiefs,477,0.9986
ORG,Oakland Raiders,477,0.9987
ORG,Kctv 5,477,0.8786
ORG,Onday,477,0.5573
ORG,Kansas City Chiefs,477,0.9948
MISC,Nfl,477,0.954
ORG,Monday Niters,477,0.7259
LOC,Kansas City,477,0.9692
MISC,New Year,477,0.6217
PER,Paul Booker,477,0.9999
PER,Charles Allen,477,0.9998
PER,Jim Nunnelly,477,0.9997
PER,Ike Gardner,477,0.9998
PER,Lloyd Greenfield,477,0.9998
PER,Carl Clark,477,0.9999
PER,Bubba Cleaver,477,0.9998
PER,Ollie Hubbard,477,0.9999
PER,Ed West,477,0.9998
PER,Rex Purefoy Charles Allen,477,0.9995
ORG,Chiefs,477,0.9988
PER,Paul Booker,477,0.9999
ORG,Chiefs,477,0.9988
PER,Larry,477,0.9998
PER,Carl Clark,477,0.9999
ORG,Chiefs,477,0.9985
ORG,Chiefs,477,0.9979
LOC,Black Hole,477,0.4637
PER,Bubba Cleaver,477,0.9998
ORG,Chiefs,477,0.9989
PER,Ike Gardner,477,0.9997
ORG,Chiefs,477,0.9985
PER,Stevie Wonder,477,0.9996
PER,Ray Charles,477,0.9997
ORG,Lloyd Chiefs,477,0.9909
PER,Greenfield Ollie Hubbard,477,0.9995
ORG,Raiders,477,0.9987
ORG,Raiders,477,0.9955
PER,Jim Nunnelly,477,0.9996
ORG,Chiefs,477,0.999
PER,Johnson,477,0.9998
PER,Vermeil,477,0.9994
PER,Ed West,477,0.9997
ORG,Raiders,477,0.9986
MISC,Nfl,477,0.8936
ORG,Chiefs,477,0.9987
PER,Vermeil,477,0.9993
PER,Vermeil,477,0.9994
PER,Larry Johnson,477,0.9999
PER,Priest Holmes,477,0.9997
PER,Vermeil,477,0.9993
PER,Johnson,477,0.9997
PER,Johnson,477,0.9997
PER,Johnson,477,0.9996
PER,Vermeil,477,0.9994
PER,Carl Clark,478,0.9991
ORG,Chiefs,478,0.9928
PER,Carl Clark,478,0.9997
ORG,Navy,478,0.997
PER,Sweet Pea,478,0.9922
ORG,6902 Club,478,0.9892
ORG,Ivanhoe Club,478,0.9919
LOC,Fifty First,478,0.5889
LOC,Main,478,0.5344
LOC,Visitation,478,0.6936
ORG,Catholic,478,0.4715
PER,Carl,478,0.9968
PER,Ike Gardner,478,0.9988
PER,Carl,478,0.9831
ORG,Chiefs,478,0.9956
ORG,Chiefs,478,0.996
ORG,Chiefs,478,0.9968
PER,Carl,478,0.9958
PER,Carl,478,0.9965
ORG,Chiefs,478,0.9984
ORG,Tennessee Titans,478,0.9982
PER,Ike,478,0.9987
PER,Charles Allen,478,0.9996
ORG,Chiefs,478,0.9977
LOC,Kansas,478,0.6887
ORG,City,478,0.4984
ORG,Chiefs,478,0.998
PER,Paul Booker,478,0.9985
PER,Booker,478,0.9994
LOC,Jackson County,478,0.6054
PER,Ol’ Ike,478,0.9188
LOC,Tennessee,478,0.6814
PER,Lloyd Greenfield,478,0.9997
PER,Lloyd,478,0.9997
PER,Ike,478,0.9997
ORG,Chiefs,478,0.9972
PER,Jamaal Charles,478,0.9996
LOC,Tennessee,478,0.9994
ORG,Chiefs,478,0.9983
PER,Ollie Hubbard,478,0.9997
PER,Big Hub,478,0.9763
ORG,Lincoln University,478,0.9945
ORG,Lincoln,478,0.9922
PER,Ollie,478,0.9993
ORG,Lincoln,478,0.9892
ORG,Chiefs,478,0.9985
ORG,Chiefs,478,0.9981
PER,Jim,478,0.9996
PER,Granddad,478,0.9967
PER,Nunnelly,478,0.9769
PER,Christian,478,0.9998
ORG,Chiefs,478,0.9976
ORG,Chiefs,478,0.998
PER,Ed West,478,0.9996
PER,Alvin Brooks,478,0.9998
ORG,Chiefs,478,0.9986
ORG,Chiefs,478,0.9986
PER,Ed West,479,0.9998
PER,Lloyd Greenfield,479,0.9998
PER,Ike Gardner,479,0.9999
PER,Carl Clark,479,0.9999
PER,Paul Booker,479,0.9998
PER,Jim Nunnelly,479,0.9998
PER,Charles Allen,479,0.9998
PER,Ollie Hubbard,479,0.9998
PER,Jim,480,0.9996
PER,Grand Dad,480,0.9938
PER,Nunnelly,480,0.9996
PER,Charles Allen,480,0.9998
ORG,Chiefs,480,0.9986
ORG,Saints,480,0.9912
PER,Paul Booker,480,0.9999
ORG,Saints,480,0.9979
PER,Carl Clark,480,0.9998
ORG,Chiefs,480,0.9985
PER,Warfield,480,0.9995
PER,Bubba Cleaver,480,0.9997
ORG,Chiefs,480,0.9984
PER,Ike Gardner,480,0.9996
ORG,Saints,480,0.9971
ORG,Special Ed,480,0.4943
PER,Lloyd Greenfield,480,0.9997
ORG,Chiefs,480,0.9984
ORG,Chiefs,480,0.9975
ORG,Chiefs,480,0.9951
PER,Ollie Hubbard,480,0.9997
ORG,Saints,480,0.9962
PER,Jim Nunnelly,480,0.9997
ORG,Chiefs,480,0.9978
PER,Priest,480,0.9976
PER,Dalton,480,0.9992
PER,Ed West,480,0.9996
ORG,Chiefs,480,0.9982
ORG,Kansas City Chiefs,480,0.9976
ORG,New Orleans Saints,480,0.9794
ORG,Kctv-5,480,0.791
PER,Cleaver,480,0.9974
LOC,James,480,0.906
LOC,Missouri,480,0.9997
LOC,Kansas City,480,0.998
LOC,Washington,480,0.9994
PER,Cleaver,480,0.9979
LOC,Washington,480,0.999
ORG,Chiefs,480,0.9972
PER,Vermeil,480,0.9987
PER,Gunther,480,0.9994
ORG,Chiefs,480,0.9979
MISC,Sugar Bowl,480,0.8217
ORG,New Orleans Saints,480,0.9244
ORG,Chiefs,480,0.9606
ORG,Chiefs,480,0.9974
ORG,Chiefs,480,0.9978
ORG,Chiefs,481,0.998
ORG,Chiefs,481,0.9984
PER,Larry Johnson,481,0.9997
PER,Carl Peterson,481,0.9997
PER,Herm Edwards,481,0.9996
PER,Elize,481,0.9984
PER,Clyde,481,0.9972
LOC,Oakland,481,0.9833
ORG,Chiefs,481,0.9971
PER,Charles Allen,481,0.9994
PER,Charles,481,0.9996
PER,Charles,481,0.9993
ORG,Chiefs,481,0.9985
PER,Charles,481,0.999
ORG,Chiefs,481,0.9983
PER,Paul Booker,481,0.999
PER,Paul,481,0.9994
PER,Paul,481,0.9988
ORG,Chiefs,481,0.9968
ORG,Jets,481,0.989
PER,Carl Clark,481,0.9991
PER,Carl,481,0.9993
PER,Carl,481,0.9987
ORG,Chiefs,481,0.9946
ORG,Jets,481,0.9936
PER,Bubba Cleaver,481,0.9983
PER,Obama,481,0.9981
LOC,Minnesota,481,0.9996
LOC,Georgia,481,0.9998
LOC,Ohio,481,0.9997
LOC,Arizona,481,0.9997
ORG,Chiefs,481,0.9977
LOC,New York,481,0.9964
ORG,Jets,481,0.995
PER,Ike Gardner,481,0.9992
PER,Ike,481,0.9997
PER,Adlai Stevenson,481,0.9992
PER,Obama,481,0.9987
ORG,Chiefs,481,0.9969
ORG,Jets,481,0.9809
PER,Lloyd Greenfield,481,0.9989
PER,Lloyd,481,0.9991
LOC,Grace Point Church,481,0.9615
LOC,104Th,481,0.6599
LOC,Blue River Road,481,0.9795
ORG,Chiefs,481,0.9836
ORG,Jets,481,0.982
PER,Ollie Hubbard,481,0.9991
PER,Ollie,481,0.9995
PER,Ollie,481,0.9992
ORG,Spt- Monday Nighters,482,0.7801
ORG,Ly Chiefs,482,0.7536
MISC,Nfl,482,0.9642
ORG,Chiefs,482,0.9983
LOC,Arrowhead,482,0.9864
LOC,Joplin,482,0.9974
MISC,Irene,482,0.8649
ORG,Chiefs,482,0.9967
MISC,All Pro,482,0.9705
PER,Brian Waters,482,0.9995
PER,Peanut Brittle Matt Cassel,482,0.9436
ORG,Chiefs,482,0.9969
ORG,Chiefs,482,0.9967
ORG,Chiefs,482,0.9945
LOC,Kansas City,482,0.791
LOC,Mo,482,0.9438
ORG,School District,482,0.7932
PER,John Covington,482,0.9983
PER,Booker,482,0.9964
ORG,1211 Mcgee,482,0.6446
ORG,Board,482,0.9706
LOC,Kansas City,482,0.9794
ORG,Cheaps,482,0.7139
ORG,Chiefs,482,0.9742
PER,Ike Gardner,482,0.9994
PER,Paul Booker,482,0.9996
ORG,Chiefs,482,0.997
ORG,Chiefs,482,0.9976
ORG,New England,482,0.6599
ORG,San Diego,482,0.8334
ORG,Pittsburg,482,0.9055
ORG,Minnesota,482,0.767
ORG,Indianapolis,482,0.8759
ORG,Detroit,482,0.8828
PER,Carl Clark,482,0.9998
PER,Ollie Hubbard,482,0.9997
PER,Charles Allen,482,0.9998
ORG,Chiefs,482,0.9967
ORG,Spt,483,0.6293
ORG,Saints,483,0.9072
PER,Manning,483,0.9759
ORG,New Orleans Saints,483,0.9636
ORG,Colts,483,0.9957
MISC,Super Bowl,483,0.9972
ORG,Colts,483,0.9948
ORG,Saints,483,0.9822
LOC,Red Sea,483,0.9685
ORG,Saints,483,0.9793
PER,God Almighty,483,0.9937
PER,Tracy Porter,483,0.9998
PER,Manning,483,0.9556
ORG,Saints,483,0.9788
ORG,Saints,483,0.9894
ORG,Ponies,483,0.9934
ORG,Saints,483,0.9899
PER,Vicki Frazier,483,0.9995
PER,Renee Gardner,483,0.9998
PER,Breana Jordan,483,0.9993
PER,Montoya Lucas,483,0.9997
PER,Kosha Johnson,483,0.9997
PER,Danielle Morris,483,0.9998
PER,Rich Mccauley,483,0.9996
PER,Jim “Grand Dad,483,0.9802
PER,Nunnelly,483,0.992
PER,Erica Nunnelly,483,0.9995
PER,Jazel Nunnelly,483,0.9996
PER,Christian Nunnelly,483,0.9997
PER,Gerald Pegg,483,0.9998
PER,Lametria Pegg,483,0.9997
PER,Margo Quiriconi,483,0.9998
PER,Eric L. Wesson,483,0.9975
PER,Arionne Williams,483,0.9999
PER,Patricia Wright,483,0.9961
ORG,Saints,483,0.9917
PER,Eric L. Wesson,483,0.9953
ORG,Colts,483,0.9924
PER,Charles Allen,483,0.9998
PER,Paul Booker,483,0.9998
PER,Cadenhead,483,0.9995
PER,Carl Clark,483,0.9997
PER,Congressman Cleaver,483,0.9995
PER,Dyan Deveraux,483,0.9992
PER,Charles Fort,483,0.9997
LOC,San Diego,483,0.6001
PER,Ike “Papaw,483,0.9899
PER,Gardner,483,0.9751
PER,Lloyd Greenfield,483,0.9997
PER,Ollie Hubbard,483,0.9998
PER,Clyde Mcqueen,483,0.9996
ORG,Full Employment Council,483,0.9975
PER,Donna Stewart,483,0.9999
PER,Ed West,483,0.9997
ORG,Saints,483,0.9884
ORG,Chiefs,483,0.9973
MISC,Super Bowl,483,0.9961
MISC,Afc West,483,0.7751
ORG,Chiefs,483,0.9956
LOC,Kansas City,483,0.8371
ORG,Monday Niters,483,0.6137
ORG,Call,483,0.9893
PER,Otis Taylor,483,0.9998
MISC,Ers,484,0.4467
PER,Jim,484,0.9997
PER,Grand Dad,484,0.9866
PER,Nunnelly,484,0.9997
ORG,Green Bay Packers,484,0.9991
ORG,Kansas City Chiefs,484,0.9967
ORG,Kctv,484,0.9498
PER,Charles Allen,484,0.9998
PER,Paul Booker,484,0.9998
PER,Carl Clark,484,0.9998
PER,Bubba Cleaver,484,0.9997
PER,Ike Gardner,484,0.9998
ORG,Chiefs,484,0.9991
ORG,Chiefs,484,0.9987
ORG,Chiefs,484,0.9988
ORG,Chiefs,484,0.999
ORG,Denver,484,0.999
PER,Lloyd Greenfield,484,0.9997
PER,Ollie Hubbard,484,0.9998
PER,Jim Nunnelly,484,0.9997
PER,Ed West,484,0.9997
ORG,Chiefs,484,0.9985
ORG,Chiefs,484,0.9979
ORG,Chiefs,484,0.9979
ORG,Chiefs,484,0.9981
PER,Ike,484,0.9992
PER,Ike,484,0.9995
ORG,Chiefs,484,0.9962
PER,Ike,484,0.9992
PER,Ike,484,0.9989
PER,Ike,484,0.997
PER,Ike,484,0.995
ORG,Chiefs,484,0.9989
PER,Ike,484,0.9983
PER,Ike,484,0.9942
ORG,Spt,485,0.9669
ORG,Mnd N,485,0.8234
ORG,Ers,485,0.5926
PER,Aaron Alexis,485,0.9966
MISC,Conference,485,0.7
ORG,Chiefs,485,0.9937
LOC,Kansas City,485,0.9967
LOC,Downtown Marriott,485,0.83
LOC,Kansas City,485,0.9975
ORG,Chiefs,485,0.9975
ORG,Chiefs,485,0.9972
ORG,Chiefs,485,0.9954
PER,Charles Allen,485,0.9998
PER,Paul Booker,485,0.9998
PER,Bubba Cleaver,485,0.9994
PER,Lloyd Greenfield,485,0.9997
PER,Jim Nunnelly,485,0.9997
PER,Ed West,485,0.9996
ORG,Chiefs,485,0.9981
ORG,Philadelphia,485,0.9882
PER,Ike Gardner,485,0.9997
PER,Carl Clark,485,0.9997
ORG,Chiefs,485,0.9973
ORG,Chiefs,485,0.9935
ORG,Chiefs,485,0.996
PER,Allen,485,0.9998
MISC,Alzheimer,485,0.7146
PER,Jim Nunnelly,485,0.9996
PER,Andrea Buford,485,0.9978
LOC,Marriott,485,0.4995
ORG,Monday Niters Chiefs,486,0.8836
PER,Beyonce Beyonce,486,0.9974
ORG,Chiefs,486,0.9967
ORG,Miami,486,0.9205
PER,Paul Booker,486,0.9998
ORG,Healthcare Foundation,486,0.9962
LOC,Sheraton Hotel,486,0.8099
LOC,Crown Center,486,0.9962
ORG,Monday Niters,486,0.7377
LOC,Central City,486,0.6873
PER,Charles Allen,486,0.9988
PER,Paul Booker,486,0.9998
PER,Alzheimer,486,0.7224
PER,Ike Gardner,486,0.9998
PER,Lloyd Greenfield,486,0.9993
PER,Carl Clark,486,0.9998
PER,Ed West,486,0.9997
ORG,Monday Niters,486,0.8096
ORG,Palestine Senior Citizens Center,486,0.9943
LOC,City,486,0.5633
LOC,Kansas City,486,0.9887
PER,G.L. Blankenship,486,0.9988
PER,George,486,0.9996
PER,Ollie Gates,486,0.9991
PER,Madame C. J. Walker,486,0.9774
PER,Fannie Meeks,486,0.9991
PER,Sarah Rector,486,0.9994
PER,Everett O’Neal,486,0.9985
PER,Earl Pitts,486,0.9998
PER,Leon Arnold,486,0.9998
PER,Chuck Wimes,486,0.9997
PER,Roy Walker,486,0.9998
LOC,Kansas City,486,0.979
PER,Beyonce,486,0.9977
ORG,Denver,486,0.6745
ORG,Seattle,486,0.5821
PER,Beyonce,486,0.9673
ORG,Chiefs,486,0.9985
ORG,New England Patriots,486,0.9984
ORG,Chiefs,486,0.9986
ORG,Patriots,486,0.9967
PER,Beyonce,486,0.9967
PER,Mila Banks,486,0.9993
ORG,Chiefs,486,0.997
ORG,Chiefs,486,0.9932
LOC,New York,486,0.9983
LOC,Arrowhead,486,0.9932
PER,Charles Allen,486,0.9998
ORG,Patriots,486,0.9956
ORG,Chiefs,486,0.9975
PER,Mila Banks,486,0.9994
ORG,Chiefs,486,0.997
PER,Paul Booker,486,0.9998
PER,Brady,486,0.9991
ORG,Patriots,486,0.9947
PER,Carl Clark,486,0.9996
ORG,Patriots,486,0.9947
PER,Bubba Cleaver,486,0.9992
ORG,Chiefs,486,0.9953
PER,Ike Gardner,486,0.9995
ORG,Patriots,486,0.9901
